Area,Garage,FirePlace,Baths,White Marble,Black Marble,Indian Marble,Floors,City,Solar,Electric,Fiber,Glass Doors,Swiming Pool,Garden,Prices
143,3,3,4,0,0,1,1,2,0,1,1,0,1,0,51325
125,1,2,4,0,0,1,1,3,1,0,1,1,1,0,54075
142,3,2,4,0,0,1,0,2,1,1,0,0,0,0,24050
28,2,4,5,1,0,0,1,1,1,1,1,1,0,0,64150
188,1,0,1,1,0,0,0,3,0,0,0,1,0,1,37400
224,1,3,2,0,1,0,0,1,0,1,0,0,1,0,22600
217,1,1,4,1,0,0,0,2,1,0,1,1,0,1,51125
118,2,0,5,0,0,1,0,3,0,1,0,1,1,1,29400
242,1,3,1,1,0,0,0,1,0,1,0,1,0,0,35250
136,2,2,3,0,1,0,1,1,0,1,1,0,1,0,49150
194,3,1,4,0,1,0,0,1,1,0,0,1,0,1,29300
139,1,0,4,0,0,1,0,1,0,1,0,0,0,1,15725
248,3,1,2,0,0,1,1,1,1,0,1,1,0,1,49900
60,2,0,1,0,0,1,1,2,0,1,1,1,0,1,46200
8,1,1,2,0,0,1,1,2,0,1,0,0,0,1,29200
65,2,2,4,1,0,0,0,1,0,1,0,1,1,0,35325
48,1,2,3,1,0,0,1,3,0,0,1,1,1,0,64650
157,2,1,4,0,0,1,1,3,1,1,0,1,1,1,45125
104,1,0,1,1,0,0,0,1,1,0,1,1,1,0,40300
11,1,3,3,0,0,1,1,1,0,0,0,1,1,0,31725
239,3,3,1,0,0,1,1,3,0,0,0,1,0,1,44925
8,1,1,1,1,0,0,1,2,0,0,1,1,1,0,56900
12,3,2,2,0,1,0,0,2,1,0,0,0,0,0,22050
100,1,4,1,0,1,0,0,1,0,0,1,0,1,0,29500
130,3,1,2,0,1,0,1,3,1,1,0,1,0,0,48450
38,2,2,4,0,1,0,1,1,1,0,1,0,0,0,46950
194,3,0,3,1,0,0,0,3,1,0,0,1,0,1,43300
209,2,1,4,1,0,0,0,3,1,0,1,0,0,1,51475
6,2,1,4,0,1,0,0,2,0,1,1,1,0,1,39350
21,1,2,2,0,0,1,1,2,1,0,0,1,0,1,33725
227,3,0,3,0,1,0,1,3,0,0,1,0,0,0,57175
38,1,0,1,1,0,0,0,1,0,0,0,0,0,0,22200
135,3,4,1,0,0,1,0,3,1,1,1,1,1,0,41325
36,3,4,4,0,0,1,0,2,0,1,1,0,0,0,34400
37,3,1,1,0,0,1,1,3,0,1,1,1,1,0,51375
235,1,3,3,0,1,0,0,1,0,0,1,1,1,0,39075
117,2,4,2,1,0,0,1,1,1,0,1,0,1,0,56925
161,1,2,1,0,0,1,1,1,0,1,1,0,0,0,40775
96,2,1,1,1,0,0,1,2,1,1,1,0,1,1,57650
112,3,4,2,0,0,1,0,2,0,1,1,0,0,1,33800
227,3,4,3,1,0,0,1,1,0,1,0,0,1,0,51675
103,2,0,2,0,0,1,0,1,1,0,0,1,1,1,17275
249,3,1,5,0,0,1,0,1,1,0,1,0,1,0,34225
116,2,3,2,1,0,0,1,1,0,1,1,1,0,0,61600
189,2,3,1,0,1,0,1,1,1,0,0,1,0,0,40425
176,3,4,3,0,0,1,0,1,0,1,0,1,1,0,25850
139,3,3,3,0,0,1,0,1,1,1,1,0,1,0,31725
237,3,2,4,0,1,0,1,3,0,0,0,0,1,1,48425
5,1,2,3,0,0,1,0,3,0,0,1,0,0,1,30125
28,1,1,1,0,0,1,1,3,0,1,1,1,1,0,48150
155,3,1,2,1,0,0,1,2,1,1,1,1,0,1,66325
100,2,1,4,1,0,0,1,2,1,1,1,1,0,0,65950
39,3,3,3,0,1,0,1,2,1,0,0,1,1,0,44175
161,1,3,1,0,0,1,0,2,1,0,0,0,1,0,17275
45,3,0,1,0,1,0,1,1,0,1,1,1,1,1,48825
105,2,1,5,1,0,0,0,2,0,1,1,0,0,1,47625
111,1,2,3,1,0,0,1,1,0,1,0,1,1,0,48725
218,1,3,4,1,0,0,1,1,0,1,0,0,1,1,48950
5,1,2,5,1,0,0,1,1,1,0,0,1,0,0,47575
145,1,0,1,1,0,0,0,3,1,1,1,1,0,0,49575
203,3,2,4,1,0,0,1,2,0,1,1,1,0,0,70525
63,2,4,5,1,0,0,0,2,0,0,0,1,1,1,40275
97,3,4,5,0,0,1,0,1,1,1,0,0,0,0,22175
213,2,1,1,0,0,1,0,1,1,0,0,0,0,0,15075
45,3,4,4,0,0,1,0,1,1,1,1,0,1,0,31375
45,3,0,2,0,0,1,0,2,1,0,0,0,0,1,16375
115,3,1,3,1,0,0,0,1,1,1,0,1,1,1,36325
88,3,0,2,1,0,0,1,3,1,1,0,0,0,1,51200
55,1,4,5,0,0,1,1,3,1,0,0,1,1,0,43325
101,2,1,1,1,0,0,1,2,0,0,0,1,0,0,48975
119,1,4,4,1,0,0,1,3,0,0,0,0,0,0,52975
27,3,3,2,1,0,0,0,1,1,0,0,1,0,0,33125
109,1,0,2,0,1,0,1,1,0,0,0,1,1,1,35675
76,2,0,5,0,1,0,1,1,1,1,0,0,1,0,37150
209,1,3,1,0,1,0,0,2,0,0,1,1,0,1,39425
215,3,1,3,1,0,0,1,3,0,1,0,1,0,0,60575
57,3,3,1,1,0,0,0,3,1,1,0,0,1,1,36425
244,1,3,2,1,0,0,0,2,1,1,1,0,0,1,47600
113,1,1,5,0,1,0,1,1,0,1,1,1,0,0,53275
47,3,2,1,0,1,0,0,2,0,1,1,0,1,1,34425
57,1,2,1,0,0,1,1,1,0,0,1,0,1,0,36925
70,2,0,3,1,0,0,1,1,1,1,1,1,1,1,59700
49,1,2,2,1,0,0,0,2,0,1,1,1,1,1,46175
122,3,4,3,0,1,0,1,3,1,0,1,1,0,0,62250
191,2,0,3,0,1,0,0,3,0,0,0,0,0,1,28025
107,1,0,1,0,1,0,0,1,1,0,0,0,0,0,15175
181,1,3,5,0,1,0,1,2,1,0,1,1,0,0,58975
131,1,4,5,0,0,1,1,1,1,1,1,0,1,0,46775
175,3,2,1,0,0,1,1,1,1,0,1,0,1,0,43125
98,2,4,2,1,0,0,1,3,1,0,1,0,1,0,63450
249,1,4,5,1,0,0,0,2,1,0,1,0,0,0,50975
171,1,2,2,0,1,0,0,1,0,1,0,0,0,0,20525
214,2,3,2,0,1,0,1,2,1,1,1,0,0,1,54350
57,2,2,2,0,1,0,1,1,0,1,0,1,1,1,38625
3,2,0,5,0,0,1,0,3,1,1,0,1,0,0,26775
120,1,0,2,0,0,1,1,1,0,0,1,0,1,1,38250
1,3,0,3,0,1,0,1,2,1,1,0,0,1,1,37775
219,3,0,4,0,1,0,1,3,0,0,0,0,0,0,46475
192,3,2,2,1,0,0,0,3,1,0,1,1,0,0,55250
108,2,4,5,0,1,0,1,1,0,0,0,1,1,0,43900
43,3,1,1,0,0,1,0,1,0,1,0,1,0,0,17775
218,1,2,2,1,0,0,1,1,0,1,1,0,1,1,57450
86,2,3,5,0,1,0,1,2,0,1,0,0,1,1,42900
217,2,0,1,0,1,0,1,3,0,1,0,1,0,1,46875
203,3,0,3,0,1,0,1,2,1,0,0,0,1,0,41575
108,3,1,3,0,0,1,0,1,0,1,0,1,1,0,21900
197,3,4,2,1,0,0,1,1,1,1,0,1,0,1,54375
216,1,0,1,0,0,1,1,2,1,0,1,0,0,0,43150
143,1,4,3,0,0,1,0,3,0,1,0,0,0,1,24575
198,1,4,3,0,1,0,0,1,0,0,0,1,1,1,27150
198,3,3,1,0,1,0,1,3,0,0,0,1,1,0,48900
81,3,4,4,0,0,1,0,2,0,0,0,0,0,1,22525
81,2,2,2,1,0,0,0,2,0,1,0,0,1,1,32275
154,3,1,3,1,0,0,1,2,0,1,1,1,1,1,67300
189,3,2,2,1,0,0,0,2,0,0,0,1,0,0,39675
205,2,1,2,0,1,0,0,3,0,1,1,0,1,0,40875
133,1,3,5,1,0,0,1,3,1,1,0,1,1,1,59775
139,2,4,4,1,0,0,0,3,1,1,0,1,0,1,45925
71,1,1,3,1,0,0,0,3,0,1,0,1,0,1,38975
134,3,2,3,0,1,0,0,2,1,1,1,1,1,0,43800
176,2,0,4,1,0,0,0,3,0,0,0,1,1,1,42350
196,1,4,4,0,0,1,0,3,0,1,1,0,1,1,38900
121,1,1,5,1,0,0,1,2,1,0,0,1,0,1,53225
59,3,2,2,0,0,1,1,2,1,0,1,0,0,1,44975
94,3,0,3,0,0,1,0,1,1,1,1,0,0,1,28350
225,2,0,5,0,0,1,1,3,0,1,0,1,1,0,47075
10,3,2,3,1,0,0,0,1,0,0,0,1,0,1,32950
4,2,0,4,0,1,0,1,3,0,1,1,1,1,1,57050
141,3,2,2,0,0,1,0,3,0,1,0,0,0,1,24775
165,3,2,5,0,0,1,0,1,1,0,0,1,1,0,25575
83,1,2,3,0,0,1,0,2,1,0,0,1,0,1,21525
29,2,4,4,0,1,0,0,2,1,0,0,1,1,1,29425
16,3,3,2,0,0,1,1,1,0,0,1,0,1,1,40900
18,1,0,1,0,0,1,1,3,0,0,1,0,1,1,41450
190,1,4,3,1,0,0,1,1,0,1,0,1,1,1,52200
236,2,2,1,1,0,0,0,3,1,0,1,0,1,0,49150
7,1,3,4,1,0,0,1,1,0,0,1,1,0,1,58625
111,2,1,4,0,1,0,0,1,0,0,0,0,1,1,21025
172,1,3,5,1,0,0,0,3,1,0,0,0,1,1,40050
190,1,1,3,1,0,0,1,2,0,0,1,0,0,0,59500
209,3,3,3,1,0,0,1,2,0,0,1,0,0,1,64475
202,1,1,4,0,0,1,1,3,0,1,1,1,0,0,56250
15,2,3,4,1,0,0,1,3,1,0,0,1,1,0,55825
49,3,2,5,0,0,1,1,3,0,0,0,1,1,1,44425
120,3,4,4,0,0,1,1,2,0,1,0,0,1,1,39750
169,3,0,3,0,0,1,0,2,1,0,1,0,0,1,32475
177,3,3,2,0,1,0,1,2,0,0,1,0,1,1,53425
12,1,2,5,0,0,1,0,3,0,1,1,1,1,1,38500
229,2,1,4,0,1,0,1,1,0,0,1,0,1,0,50725
161,2,0,3,0,1,0,0,1,1,0,1,0,0,1,32275
150,3,2,4,1,0,0,0,3,1,0,0,1,1,1,44950
124,3,2,3,1,0,0,1,2,1,0,0,1,1,1,54550
3,3,4,4,0,1,0,0,3,1,1,0,1,0,0,35025
201,3,0,1,0,1,0,1,3,1,0,0,0,1,1,42525
155,3,1,2,0,0,1,0,2,1,0,1,0,0,0,31625
53,2,0,2,0,0,1,1,3,0,0,1,1,1,0,49525
75,3,0,1,0,1,0,0,3,0,0,1,1,0,1,40325
98,2,2,2,1,0,0,0,1,1,1,1,0,1,1,41200
27,3,2,5,0,0,1,1,1,1,1,0,1,0,1,38375
236,1,1,2,0,1,0,0,1,1,1,0,0,1,1,21650
171,3,4,3,0,0,1,1,3,0,0,1,0,1,1,53775
136,1,1,1,0,1,0,1,1,1,1,0,0,1,1,32900
117,1,2,5,0,1,0,0,1,1,0,1,0,0,1,33675
58,1,0,1,0,0,1,0,2,0,0,0,0,1,0,12200
24,2,1,2,1,0,0,1,1,1,1,1,0,1,1,53600
98,3,3,1,1,0,0,0,1,1,0,0,0,0,0,29200
235,3,3,1,0,1,0,0,3,0,0,1,1,0,1,46575
158,2,4,5,0,0,1,0,1,0,0,1,0,0,1,32450
8,1,3,2,1,0,0,0,3,1,1,1,1,0,1,49650
7,1,0,1,0,0,1,0,3,1,0,0,0,1,1,14675
220,3,0,4,0,1,0,1,2,0,0,1,1,1,0,59200
158,3,4,1,0,0,1,1,2,0,0,0,0,1,1,35700
164,2,4,1,1,0,0,1,1,0,0,0,0,0,1,44850
138,3,0,1,0,1,0,0,2,0,0,1,1,1,1,38400
72,3,3,1,0,0,1,0,3,1,0,1,0,1,1,33300
180,3,0,4,1,0,0,0,1,1,0,0,0,1,0,32750
10,2,0,3,0,0,1,0,3,0,0,1,0,1,0,30250
12,1,2,3,0,0,1,0,2,1,0,1,1,0,0,31500
186,3,3,1,0,0,1,1,2,0,0,1,1,1,0,51850
73,2,1,4,1,0,0,0,1,1,0,0,1,0,1,33775
233,1,1,2,0,1,0,0,2,0,0,1,1,0,1,39775
22,3,4,4,0,1,0,1,2,0,0,0,1,0,0,45500
214,2,3,1,0,0,1,0,1,0,1,0,0,1,0,17600
70,3,3,5,0,0,1,0,1,0,0,0,0,0,1,19250
189,3,0,4,0,0,1,1,1,1,0,0,1,1,1,38425
173,3,0,4,1,0,0,0,2,1,1,0,1,1,0,41775
25,1,0,3,0,1,0,1,3,1,0,0,0,1,0,37625
131,1,0,4,0,1,0,1,3,1,0,1,0,0,0,53275
177,2,4,1,1,0,0,0,3,1,1,1,1,1,1,54875
96,3,1,1,1,0,0,1,1,0,1,1,1,1,0,59850
114,1,4,5,1,0,0,0,3,1,0,0,0,1,0,39350
148,3,1,2,1,0,0,1,2,0,1,0,0,1,0,49700
84,3,4,3,0,1,0,1,1,0,1,0,1,0,0,43550
15,2,3,4,0,1,0,1,1,1,1,1,0,1,0,48375
230,3,3,5,0,1,0,1,2,1,0,1,0,0,1,58750
114,2,3,5,1,0,0,0,2,0,0,0,1,0,1,40800
110,3,3,2,0,1,0,1,3,0,0,1,1,0,1,59700
231,2,0,4,0,1,0,0,2,0,1,1,0,1,0,39775
150,3,4,3,0,1,0,1,1,0,1,0,0,0,1,40750
245,2,1,4,0,1,0,0,3,0,0,0,0,0,0,31375
10,3,2,2,0,1,0,1,2,0,1,1,0,0,1,49750
180,1,4,1,1,0,0,1,2,1,1,1,0,1,1,60500
15,2,0,2,0,1,0,1,1,0,0,0,1,1,0,34825
57,3,2,1,0,0,1,1,2,1,0,1,1,0,0,48125
153,1,4,2,1,0,0,1,1,0,1,1,0,1,0,57325
36,3,4,5,0,0,1,1,3,1,0,1,1,0,1,57600
140,1,1,5,0,0,1,0,1,0,1,0,0,1,1,17750
199,2,3,1,1,0,0,1,1,0,1,1,1,0,0,62425
165,2,4,1,0,1,0,1,2,1,1,1,0,1,1,52625
189,3,4,4,0,1,0,0,3,1,0,1,1,1,1,50175
143,2,0,5,0,1,0,0,3,1,0,0,0,0,0,29575
226,2,0,5,0,1,0,1,2,1,1,0,1,0,1,48850
211,2,2,4,1,0,0,1,1,0,1,0,1,0,0,53975
93,3,3,1,0,0,1,1,1,1,1,0,0,0,1,31325
237,3,0,4,1,0,0,0,1,0,1,0,0,1,1,35175
4,3,4,4,0,0,1,0,1,1,0,1,1,0,0,33550
35,2,1,2,0,0,1,0,3,1,0,1,1,0,0,35075
64,3,1,5,1,0,0,1,2,1,1,1,1,1,1,67800
230,3,0,2,1,0,0,1,2,1,1,1,1,0,1,67450
111,1,1,5,1,0,0,1,2,1,1,1,1,0,1,65975
185,3,2,1,0,0,1,0,1,1,0,0,1,0,0,21075
158,1,4,5,0,0,1,1,2,0,1,1,1,0,1,55150
114,1,3,3,0,1,0,0,3,1,1,1,0,1,1,40100
177,3,0,3,0,1,0,1,3,1,1,0,0,0,0,45675
81,3,2,1,0,1,0,0,3,1,1,1,1,1,1,43475
58,1,3,1,0,0,1,1,1,1,0,1,1,1,1,42400
12,3,3,4,1,0,0,0,1,0,1,1,0,1,1,43550
233,3,1,3,1,0,0,0,3,1,1,1,1,1,0,58025
78,2,3,5,0,0,1,1,2,1,1,0,1,1,1,42400
37,2,4,1,1,0,0,1,3,0,0,1,0,1,1,60425
40,3,2,5,1,0,0,0,3,0,1,1,0,1,1,51750
44,1,0,5,1,0,0,0,3,0,1,0,0,0,1,35600
51,2,3,5,1,0,0,0,2,0,0,1,1,0,1,50975
119,3,0,4,1,0,0,0,3,1,1,0,1,1,0,43925
16,1,1,4,0,1,0,1,2,0,0,0,0,1,0,35650
91,2,0,5,1,0,0,1,3,0,1,1,1,1,0,69475
245,2,2,1,0,1,0,1,1,1,0,1,1,0,0,52825
128,1,4,1,0,0,1,1,3,0,1,1,1,0,0,52900
208,1,0,5,1,0,0,0,3,0,1,1,1,1,1,55900
53,1,4,3,0,1,0,0,3,0,0,0,1,1,1,30525
44,2,3,3,1,0,0,1,3,0,1,0,0,0,1,51850
115,3,2,5,1,0,0,1,1,0,0,0,0,0,1,48625
177,1,2,5,1,0,0,1,3,0,1,1,0,1,0,67175
21,3,4,3,1,0,0,0,1,0,1,1,0,0,0,43275
142,3,3,4,0,1,0,1,1,0,1,0,0,0,1,41050
22,3,0,4,1,0,0,1,2,1,1,1,1,1,0,64750
113,1,4,1,0,0,1,0,3,0,0,1,0,0,1,31825
183,2,3,3,0,1,0,1,1,1,1,0,1,1,0,44025
5,1,4,3,1,0,0,1,1,0,0,0,0,1,1,41875
180,3,2,1,0,1,0,0,2,1,0,0,0,1,0,25000
180,2,0,2,0,1,0,1,3,1,1,0,0,1,0,43000
34,1,2,2,0,0,1,0,2,0,1,0,0,0,0,15600
110,3,0,3,0,1,0,0,3,0,1,1,0,1,1,40500
6,2,1,1,0,1,0,1,1,0,0,1,1,0,0,45850
179,3,1,4,0,1,0,0,3,0,1,0,0,0,1,32475
202,1,0,3,1,0,0,0,3,0,0,0,0,1,0,35800
45,1,2,5,1,0,0,0,1,1,0,0,0,0,0,29125
77,2,3,5,0,0,1,0,2,1,0,0,0,0,1,21675
116,3,2,5,0,0,1,1,3,0,1,1,0,1,0,54650
182,3,0,1,1,0,0,0,1,1,1,1,0,1,0,42050
138,3,4,1,0,1,0,0,3,0,1,1,0,1,0,41700
159,2,3,4,1,0,0,1,1,0,0,0,0,0,0,47725
192,2,1,4,0,1,0,1,3,1,0,0,0,1,0,45300
163,3,3,5,0,1,0,1,2,1,1,1,0,1,0,58325
107,1,4,3,0,1,0,1,2,1,1,1,0,1,1,52175
245,2,4,4,0,1,0,1,1,0,1,1,1,1,0,59075
31,1,4,3,0,1,0,1,2,1,0,1,0,1,1,49025
65,2,3,4,0,0,1,1,1,0,0,1,1,1,1,47575
133,3,1,3,0,0,1,1,1,1,0,0,0,0,0,32075
6,3,0,2,0,1,0,1,2,0,0,0,0,0,1,35150
217,2,0,5,0,0,1,1,2,0,1,0,0,1,0,38925
73,2,0,3,0,0,1,0,3,0,1,0,0,1,0,21325
89,1,4,3,0,1,0,1,1,1,0,0,1,1,1,39675
202,2,4,2,1,0,0,1,2,1,0,0,1,1,1,55250
45,3,2,1,0,1,0,0,1,1,1,1,0,1,0,31125
104,2,3,5,0,0,1,1,1,0,0,0,1,1,0,38050
248,3,3,2,0,1,0,0,1,0,1,1,1,1,0,42400
165,1,3,3,0,0,1,1,1,1,1,1,1,0,1,48825
145,2,0,5,0,0,1,1,3,0,0,0,0,0,1,39375
22,3,3,5,0,0,1,0,1,0,1,1,1,0,0,35500
219,3,0,1,0,0,1,1,1,0,1,1,1,0,0,48175
81,1,4,1,1,0,0,0,1,0,0,1,0,0,0,38025
26,3,1,5,1,0,0,1,1,1,0,0,1,0,0,50350
143,3,2,5,0,1,0,1,3,1,0,0,0,1,1,47575
50,1,4,1,0,0,1,0,3,0,0,0,0,0,0,18500
15,2,2,3,0,1,0,0,2,0,1,1,0,1,1,34625
210,2,4,2,0,0,1,0,3,0,0,1,1,0,1,41450
131,1,0,3,0,0,1,1,3,0,0,1,1,1,1,51225
72,3,2,3,0,1,0,0,1,1,0,1,0,1,1,33050
179,2,3,2,0,0,1,1,1,1,1,0,0,1,1,33225
213,3,1,3,0,1,0,1,3,1,0,0,1,0,0,50525
176,2,3,5,0,1,0,0,1,1,0,1,0,1,0,37400
165,3,4,1,0,0,1,1,2,1,1,1,1,1,0,53575
48,1,3,3,0,0,1,1,2,0,1,1,0,0,1,44700
155,2,1,1,0,0,1,1,3,0,1,1,1,0,1,52825
205,3,2,4,0,1,0,1,2,0,0,1,1,1,0,60325
101,3,2,5,0,0,1,1,3,1,0,1,1,1,0,57725
3,2,4,1,0,1,0,1,2,0,0,0,0,1,1,35325
141,3,0,1,0,0,1,0,2,0,1,1,0,0,0,30275
40,3,1,5,0,0,1,0,2,0,1,0,1,1,0,26200
38,2,4,2,0,0,1,1,1,1,1,0,0,1,1,30450
247,2,1,1,0,1,0,0,1,1,0,0,1,1,1,25375
25,3,0,4,1,0,0,0,3,1,1,0,0,0,0,37125
17,2,2,1,0,0,1,1,3,0,0,0,1,0,0,37125
114,1,0,2,0,1,0,0,1,0,1,0,1,1,0,22050
207,1,0,4,0,0,1,0,3,0,0,1,0,1,1,34925
233,1,2,5,1,0,0,0,1,0,0,0,0,0,0,33575
143,1,2,2,0,0,1,0,3,0,1,0,0,1,0,21825
31,3,0,2,0,1,0,0,2,1,0,1,1,1,1,37225
203,1,0,4,0,1,0,0,3,0,0,1,1,0,0,44275
91,1,2,2,0,0,1,1,1,0,1,1,1,1,1,44725
111,2,3,3,0,1,0,1,3,0,1,0,1,0,1,48975
199,2,1,4,0,1,0,1,2,1,1,1,1,0,1,59425
96,3,3,2,0,0,1,0,1,0,0,1,0,1,0,27900
98,1,1,5,0,0,1,1,1,1,1,0,1,1,1,36400
139,1,1,4,0,0,1,0,2,1,1,1,1,1,1,36425
200,2,1,4,0,0,1,0,2,0,0,1,1,0,0,37950
43,3,2,4,0,0,1,0,1,1,0,0,0,0,1,16825
24,1,0,4,0,0,1,0,3,0,1,0,1,1,1,24300
103,3,0,1,1,0,0,0,2,1,0,0,0,1,0,30575
72,2,0,3,0,0,1,0,3,1,1,0,1,0,1,26000
8,3,1,5,0,1,0,1,1,0,0,1,1,1,0,52400
158,1,3,1,0,1,0,0,2,1,0,0,1,1,1,26650
63,2,0,3,0,1,0,0,1,1,0,0,1,0,1,22525
22,2,1,2,0,0,1,1,1,1,0,0,1,1,1,31000
197,2,3,2,0,1,0,1,3,1,0,0,0,0,0,44425
246,2,4,5,0,1,0,0,1,1,1,0,1,0,0,33850
124,3,1,5,1,0,0,0,2,0,1,1,0,1,0,49600
61,1,0,4,1,0,0,1,1,1,1,1,1,1,0,59225
194,3,4,1,0,0,1,0,3,1,0,0,1,0,0,29800
13,3,1,4,0,0,1,1,1,1,0,1,1,0,1,46525
49,1,2,5,0,0,1,1,2,0,0,1,0,0,0,45225
181,2,0,1,1,0,0,1,1,1,1,0,0,1,0,43775
120,3,1,5,1,0,0,1,2,1,0,0,1,1,1,56200
187,1,2,3,1,0,0,1,2,1,1,0,1,1,0,54375
190,3,3,3,1,0,0,1,1,1,0,0,1,0,0,53450
137,1,4,2,0,0,1,1,1,0,1,0,1,0,1,35625
95,3,3,2,0,1,0,1,3,1,0,0,1,0,1,47825
165,2,1,1,1,0,0,1,2,0,1,1,1,1,1,63575
1,1,3,1,0,0,1,0,3,1,0,0,1,1,0,21225
28,1,1,5,1,0,0,1,2,1,0,0,0,0,1,46450
144,2,1,5,0,0,1,1,1,0,0,1,1,1,1,49300
109,1,1,5,0,0,1,1,1,1,0,1,1,0,0,47175
122,1,3,5,0,1,0,0,3,0,1,0,1,1,1,35250
58,3,2,2,0,1,0,0,2,1,0,0,0,0,1,23200
201,2,3,2,0,0,1,0,2,1,1,0,1,0,1,26725
172,2,4,4,1,0,0,0,2,0,0,1,0,1,1,49050
34,2,3,1,1,0,0,1,1,0,1,0,0,0,0,42100
161,2,1,4,0,0,1,1,3,1,1,0,1,0,0,45225
218,1,2,3,0,1,0,1,2,0,0,1,0,1,0,51950
45,3,0,2,1,0,0,1,2,1,0,1,0,0,1,57125
219,1,4,5,0,1,0,1,2,1,1,1,1,1,0,61925
65,3,4,4,1,0,0,1,3,1,0,0,0,1,1,54875
199,3,0,4,0,1,0,0,1,1,0,0,0,1,0,24225
58,2,4,4,0,1,0,1,1,0,1,0,0,0,1,38200
245,1,0,4,0,1,0,0,2,1,0,1,1,1,1,42075
35,3,0,1,0,1,0,0,1,1,0,1,1,0,1,32575
145,2,2,4,0,0,1,1,3,1,1,0,0,1,1,41125
5,1,4,1,1,0,0,1,2,0,0,1,1,0,1,59075
235,2,3,3,0,1,0,0,1,1,1,0,1,1,1,30325
87,2,1,4,0,1,0,1,1,0,1,1,0,1,0,48425
203,2,0,2,0,1,0,1,3,0,1,1,0,1,0,55075
57,3,2,5,0,0,1,0,2,0,1,1,1,1,1,39125
36,2,3,1,1,0,0,1,1,0,1,0,1,0,1,46600
61,3,0,3,0,1,0,1,3,1,0,0,0,1,1,41525
100,2,0,3,0,0,1,0,1,0,1,0,1,1,1,19450
19,2,3,3,0,0,1,0,3,0,1,1,1,1,0,38425
119,2,1,1,1,0,0,1,2,0,1,0,1,0,1,50675
217,1,2,4,1,0,0,1,1,0,0,0,0,1,0,46925
61,3,4,5,0,1,0,0,3,1,0,1,0,0,1,43775
28,1,2,4,0,0,1,1,1,1,1,1,0,0,1,41450
114,2,1,1,0,0,1,1,2,0,1,1,1,1,0,48300
28,1,0,3,0,1,0,0,2,1,1,0,0,0,0,20450
233,2,4,5,1,0,0,0,3,0,0,1,0,0,1,55325
197,3,4,1,0,1,0,0,1,0,0,0,0,0,0,23175
229,2,0,5,0,1,0,0,3,1,0,1,1,0,0,47925
61,3,4,5,0,1,0,0,3,1,1,0,1,1,1,37725
15,1,3,5,1,0,0,1,1,0,0,0,1,1,1,48325
54,1,4,3,0,1,0,1,2,1,0,0,0,0,0,37850
170,1,4,5,0,0,1,1,2,0,0,0,1,0,1,42450
97,3,0,3,1,0,0,1,3,1,0,0,1,1,1,55875
203,2,2,3,0,0,1,0,1,0,1,0,0,0,1,19075
74,2,2,3,1,0,0,1,2,1,1,0,0,0,1,48600
94,2,1,3,0,0,1,1,2,1,0,0,0,1,1,33100
209,3,4,3,0,0,1,0,2,1,0,1,1,0,0,40925
249,3,2,1,0,1,0,1,1,1,1,0,0,0,0,39475
206,1,2,4,1,0,0,1,2,1,1,0,1,1,1,56100
89,1,1,4,1,0,0,1,2,1,1,1,1,1,1,64175
143,1,0,2,0,1,0,0,2,0,1,0,0,0,1,21825
188,2,3,1,0,1,0,1,3,1,1,1,0,0,0,55950
102,2,2,5,1,0,0,0,1,0,0,1,0,0,1,43550
117,1,2,5,0,1,0,0,1,0,0,1,1,0,0,37875
178,1,3,1,1,0,0,1,3,1,1,0,1,0,0,55900
187,1,0,2,0,1,0,1,1,1,0,0,1,1,0,37875
170,1,3,2,0,1,0,0,1,0,1,0,1,1,1,25700
127,3,4,5,0,1,0,0,2,1,0,1,0,0,0,41925
203,1,3,4,0,0,1,0,3,0,0,0,0,1,0,25325
175,1,3,1,0,0,1,1,2,0,0,0,1,0,1,36825
133,1,3,1,0,0,1,0,1,0,1,1,0,1,1,25825
208,1,2,4,1,0,0,0,3,0,1,0,0,1,1,39950
212,1,3,2,0,0,1,1,2,1,1,0,1,0,1,40500
87,2,0,4,1,0,0,0,3,0,1,1,1,0,0,53125
112,1,3,1,0,0,1,0,2,1,1,0,1,1,1,21750
94,3,4,2,0,1,0,0,1,1,0,0,1,1,1,26550
188,2,1,4,1,0,0,1,3,0,0,0,0,0,0,53950
110,3,3,4,0,1,0,0,2,1,0,0,0,1,1,27750
35,3,3,5,0,0,1,1,3,0,1,0,1,1,1,46075
153,3,0,1,1,0,0,0,2,1,1,1,1,1,1,49275
174,1,1,5,0,0,1,1,3,1,1,0,0,1,1,40850
53,1,4,5,0,0,1,1,3,0,0,0,0,0,0,38575
78,1,4,1,0,1,0,1,1,0,0,1,0,1,1,43950
140,2,4,2,0,1,0,0,3,1,1,1,1,0,1,46200
198,3,0,3,0,1,0,0,1,0,1,1,0,1,1,35700
35,1,1,3,0,0,1,1,2,1,1,0,0,1,1,31375
83,3,3,5,0,0,1,1,3,1,0,0,1,1,0,46275
246,3,4,1,0,0,1,1,3,1,0,0,1,0,1,46100
208,2,4,2,0,1,0,0,1,0,0,0,0,0,0,23200
98,1,2,3,0,1,0,0,3,1,1,1,0,1,1,38950
138,2,4,1,0,1,0,1,3,1,0,0,0,1,0,42450
99,1,2,5,1,0,0,0,2,1,0,1,1,0,0,50175
109,1,1,3,0,0,1,1,2,1,0,1,1,1,1,48175
